OBJECTID,ZONING_,ZONING_REP,ZONING_DET,PD_Type,SDD,SDD_SECTIO,Comment,Applicatio,Resolution,Ordinance,OrdinanceU,Zoning
1480,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1481,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1482,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1483,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1484,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1485,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1486,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1487,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1488,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1489,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1490,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1491,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1492,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1493,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1494,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1495,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1496,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1497,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1498,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1499,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1500,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1501,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1502,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1503,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1504,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1505,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1506,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1507,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1508,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1509,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1510,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1511,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1512,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1513,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1514,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1515,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1516,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1517,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1518,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1519,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1520,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1521,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1522,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1523,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1524,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1525,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1526,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1527,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1528,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1529,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1530,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1531,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1532,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1533,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1534,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1535,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1536,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1537,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1538,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1539,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1540,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1541,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1542,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1543,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1544,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1545,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1546,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1547,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1548,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1549,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1550,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1551,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1552,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1553,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1554,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1555,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1556,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1557,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1558,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1559,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1560,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1561,PD,Planned Development,Planned Development,Residential - SFR,NA,NA,NA,201605551,18-117,18-09,http://citydocuments.hayward-ca.gov/WebLink/DocView.aspx?id=215574&dbid=0&repo=COHDATA,1
1562,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1563,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1564,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1565,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1566,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1567,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1568,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1569,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1570,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1571,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1572,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1573,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1574,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1575,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1576,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1577,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1578,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1579,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1580,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1581,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1582,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1583,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1584,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1585,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1586,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1587,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1588,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1589,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1590,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1591,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1592,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1593,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1594,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1595,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1596,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1597,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1598,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1599,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1600,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1601,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1602,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1603,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1604,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1605,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1606,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1607,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1608,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1609,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1610,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1611,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1612,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1613,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1614,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1615,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1616,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1617,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1618,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1619,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1620,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1621,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1622,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1623,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1624,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1625,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1626,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1627,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1628,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1629,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1630,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1631,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1632,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1633,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1634,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1635,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1636,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1637,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1638,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1639,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1640,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1641,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1642,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1643,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1644,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1645,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1646,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1647,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1648,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1649,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1650,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1651,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1652,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1653,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1654,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1655,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1656,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1657,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1658,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1659,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1660,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1661,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1662,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
